idtimemania;tmmconc;tmmdata;tmmlocal;tmmpremioest;tmmpr07;tmmpr06;tmmpr05;tmmpr04;tmmpr03;tmmprtime;tmmgan07;tmmgan06;tmmgan05;tmmgan04;tmmgan03;tmmgantime;tmmd01;tmmd02;tmmd03;tmmd04;tmmd05;tmmd06;tmmd07;tmmdtime;tmmcidadesgan
539;539;2014-02-15;SÃO PAULO, SP;7.800.000,00;0,00;12.957,82;704,57;6;2;5;0;11;289;5.087;45.425;7.312;5;14;33;41;49;64;73;XV PIRACICABA/SP;
540;540;2014-02-18;SÃO PAULO, SP;8.000.000,00;0,00;72.490,30;1.015,27;6;2;5;0;2;204;4.172;42.602;8.355;6;10;54;62;66;67;72;RORAIMA/RR;
541;541;2014-02-20;SÃO PAULO, SP;8.500.000,00;0,00;33.939,49;865,80;6;2;5;0;5;280;5.166;51.031;11.553;10;45;60;67;73;76;77;PALMAS/TO;
542;542;2014-02-22;SÃO PAULO, SP;9.100.000,00;0,00;26.947,46;744,40;6;2;5;0;7;362;7.080;66.223;13.162;2;4;19;36;46;57;63;AMERICANO/RJ;
543;543;2014-02-25;SÃO PAULO, SP;9.700.000,00;0,00;32.546,75;806,27;6;2;5;0;6;346;6.909;65.090;19.903;5;8;20;34;37;39;47;LONDRINA/PR;
544;544;2014-02-27;SÃO PAULO, SP;10.800.000,00;0,00;7.756,07;725,33;6;2;5;0;29;443;8.541;78.252;15.082;7;23;26;33;46;48;75;YPIRANGA/AP;
545;545;2014-03-01;SÃO PAULO, SP;11.000.000,00;0,00;68.786,65;849,56;6;2;5;0;3;347;6.725;68.616;73.675;17;28;31;39;49;66;70;SANTOS/SP;
546;546;2014-03-06;SÃO PAULO, SP;12.000.000,00;0,00;9.777,49;515,96;6;2;5;0;28;758;10.301;81.691;17.232;15;17;31;39;44;49;72;UBERLÂNDIA/MG;
547;547;2014-03-08;SÃO PAULO, SP;12.600.000,00;0,00;24.475,80;993,33;6;2;5;0;10;352;7.445;73.053;20.307;20;21;33;45;62;71;75;MIXTO/MT;
548;548;2014-03-11;SÃO PAULO, SP;13.300.000,00;0,00;24.021,79;877,87;6;2;5;0;11;430;8.355;81.815;20.782;4;18;29;56;59;69;75;SÃO CAETANO/SP;
549;549;2014-03-13;SÃO PAULO, SP;15.000.000,00;0,00;26.260,55;1.061,74;6;2;5;0;12;424;8.811;91.886;22.172;1;21;22;35;42;66;75;NACIONAL/AM;
550;550;2014-03-15;SÃO PAULO, SP;15.500.000,00;0,00;22.230,14;711,36;6;2;5;0;14;625;11.113;104.093;42.463;26;42;45;46;59;63;80;VITÓRIA/BA;
551;551;2014-03-18;SÃO PAULO, SP;16.500.000,00;0,00;22.313,38;785,12;6;2;5;0;15;609;11.233;106.061;23.517;2;19;27;40;45;63;73;OLARIA/RJ;
552;552;2014-03-20;SÃO PAULO, SP;100.000,00;16.666.082,79;10.952,62;499,01;6;2;5;1;31;972;15.469;122.920;34.947;4;17;22;44;49;62;66;GAMA/DF;
553;553;2014-03-22;SÃO PAULO, SP;350.000,00;0,00;42.601,32;1.005,93;6;2;5;0;2;121;2.349;24.476;6.407;23;29;31;33;65;74;79;INTER LIMEIRA/SP;
554;554;2014-03-25;SÃO PAULO, SP;700.000,00;369.326,04;15.631,95;475,13;6;2;5;1;4;188;2.703;22.378;15.598;28;49;53;66;67;74;79;ATLÉTICO/MG;
555;555;2014-03-27;SÃO PAULO, SP;900.000,00;0,00;13.270,29;706,49;6;2;5;0;6;161;2.628;23.840;3.746;14;35;39;43;68;72;77;PAULISTA/SP;
556;556;2014-03-29;SÃO PAULO, SP;1.100.000,00;0,00;38.772,96;753,60;6;2;5;0;2;147;2.514;24.707;6.327;10;21;25;30;55;57;65;MARÍLIA/SP;
557;557;2014-04-01;SÃO PAULO, SP;1.300.000,00;0,00;39.837,56;1.025,41;6;2;5;0;2;111;1.776;19.698;4.478;8;22;37;40;60;65;72;SÃO RAIMUNDO/AM;
558;558;2014-04-03;SÃO PAULO, SP;1.500.000,00;0,00;20.152,58;719,73;6;2;5;0;4;160;3.180;29.121;27.413;27;31;45;65;67;68;72;PALMEIRAS/SP;
559;559;2014-04-05;SÃO PAULO, SP;2.000.000,00;0,00;76.588,21;435,90;6;2;5;0;1;251;3.986;34.490;18.168;9;10;13;19;32;51;60;FLUMINENSE/RJ;
560;560;2014-04-08;SÃO PAULO, SP;2.100.000,00;0,00;40.937,07;676,08;6;2;5;0;2;173;3.417;29.981;10.252;15;23;39;45;56;75;76;CEARÁ/CE;
561;561;2014-04-10;SÃO PAULO, SP;2.500.000,00;0,00;26.357,38;880,78;6;2;5;0;4;171;3.672;35.452;6.687;10;27;28;31;53;57;58;TUNA LUSO/PA;
562;562;2014-04-12;SÃO PAULO, SP;2.700.000,00;0,00;19.434,59;573,63;6;2;5;0;5;242;3.351;29.737;4.042;7;23;29;31;49;74;76;VILLA NOVA/MG;
563;563;2014-04-15;SÃO PAULO, SP;2.900.000,00;0,00;12.948,47;918,33;6;2;5;0;7;141;2.578;26.571;7.350;8;12;14;36;50;69;70;IPATINGA/MG;
564;564;2014-04-17;SÃO PAULO, SP;3.300.000,00;0,00;24.975,73;767,30;6;2;5;0;4;186;3.329;32.132;5.840;2;10;18;19;40;62;69;TUNA LUSO/PA;
565;565;2014-04-19;SÃO PAULO, SP;3.500.000,00;0,00;31.415,44;997,31;6;2;5;0;2;90;1.835;18.860;4.575;15;18;24;26;31;46;73;INTER LIMEIRA/SP;
566;566;1905-07-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;7;8;20;23;29;40;49;UNIÃO BARBARENSE/SP;
567;567;2014-04-24;SÃO PAULO, SP;4.000.000,00;0,00;57.746,85;774,60;6;2;5;0;2;213;3.781;37.165;10.738;1;5;25;39;40;57;77;JOINVILLE/SC;
568;568;2014-04-26;SÃO PAULO, SP;4.400.000,00;0,00;18.109,23;748,31;6;2;5;0;7;242;4.522;42.449;7.491;6;22;25;45;66;68;75;YPIRANGA/AP;
569;569;2014-04-29;SÃO PAULO, SP;4.900.000,00;0,00;39.207,07;866,13;6;2;5;0;3;194;3.634;36.422;9.730;1;13;47;52;64;66;74;AMÉRICA/RJ;
570;570;2014-05-03;SÃO PAULO, SP;5.400.000,00;0,00;179.091,15;1.007,26;6;2;5;0;1;254;5.150;51.159;11.368;8;21;36;61;63;69;80;NACIONAL/AM;
571;571;2014-05-06;SÃO PAULO, SP;6.000.000,00;0,00;52.561,13;946,47;6;2;5;0;3;238;5.412;54.451;14.763;7;10;18;37;43;53;54;JOINVILLE/SC;
572;572;2014-05-08;SÃO PAULO, SP;6.300.000,00;0,00;16.582,84;669,20;6;2;5;0;10;354;6.941;62.996;18.027;5;17;22;23;28;33;74;ITUANO/SP;
573;573;2014-05-10;SÃO PAULO, SP;6.600.000,00;0,00;13.983,04;624,24;6;2;5;0;11;352;6.054;55.983;38.249;2;12;25;37;42;49;76;BOTAFOGO/RJ;
574;574;2014-05-13;SÃO PAULO, SP;7.400.000,00;0,00;77.662,22;940,22;6;2;5;0;2;236;4.758;46.267;15.371;12;33;43;52;59;61;65;ITUANO/SP;
575;575;2014-05-15;SÃO PAULO, SP;8.000.000,00;0,00;19.859,91;851,13;6;2;5;0;9;300;6.135;55.555;13.160;6;14;21;22;40;43;47;BARUERI/SP;
576;576;2014-05-17;SÃO PAULO, SP;8.200.000,00;0,00;22.627,40;682,91;6;2;5;0;6;284;5.246;52.952;68.967;13;14;20;43;68;69;71;CORINTHIANS/SP;
577;577;2014-05-20;SÃO PAULO, SP;8.700.000,00;0,00;37.960,61;844,69;6;2;5;0;5;321;5.497;53.903;11.165;10;21;54;61;62;72;80;RORAIMA/RR;
578;578;2014-05-22;SÃO PAULO, SP;9.200.000,00;0,00;16.137,48;567,31;6;2;5;0;11;447;8.458;75.105;36.804;5;6;12;23;33;36;63;BAHIA/BA;
579;579;2014-05-24;SÃO PAULO, SP;10.000.000,00;0,00;51.420,35;753,41;6;2;5;0;4;390;6.956;65.530;19.847;3;7;26;30;42;54;69;GAMA/DF;
580;580;2014-05-27;SÃO PAULO, SP;10.700.000,00;0,00;30.916,61;691,64;6;2;5;0;7;447;8.224;75.108;20.749;2;4;8;39;42;60;66;REMO/PA;
581;581;2014-05-29;SÃO PAULO, SP;11.500.000,00;0,00;34.837,03;679,08;6;2;5;0;7;513;9.002;83.203;20.294;5;24;25;56;57;58;64;PAYSANDU/PA;
582;582;2014-05-31;SÃO PAULO, SP;12.000.000,00;0,00;37.721,96;1.150,05;6;2;5;0;7;328;6.885;70.761;19.612;21;28;50;57;58;70;77;SANTO ANDRÉ/SP;
583;583;2014-06-03;SÃO PAULO, SP;12.700.000,00;0,00;31.427,57;731,51;6;2;5;0;8;491;9.087;82.385;16.004;11;18;29;32;35;48;49;RIO BRANCO/AC;
584;584;2014-06-05;SÃO PAULO, SP;14.000.000,00;0,00;25.284,48;690,20;6;2;5;0;9;471;9.366;89.371;67.866;4;5;23;31;54;71;75;PALMEIRAS/SP;
585;585;2014-06-07;SÃO PAULO, SP;100.000,00;13.909.339,59;23.012,41;562,49;6;2;5;1;9;526;8.547;74.066;82.356;28;36;50;54;56;57;70;SÃO PAULO/SP;
586;586;2014-06-10;SÃO PAULO, SP;400.000,00;0,00;72.055,75;1.039,76;6;2;5;0;1;99;2.233;22.322;5.561;11;33;51;52;54;78;80;MIXTO/MT;
587;587;2014-06-12;SÃO PAULO, SP;500.000,00;0,00;11.583,38;1.002,88;6;2;5;0;6;99;2.045;19.602;3.355;19;21;26;30;50;61;80;DESPORTIVA/ES;
588;588;2014-06-14;SÃO PAULO, SP;700.000,00;0,00;19.309,71;1.060,97;6;2;5;0;4;104;2.199;22.669;6.035;34;36;39;52;63;73;80;MOTO CLUBE/MA;
589;589;2014-06-17;SÃO PAULO, SP;1.100.000,00;0,00;30.085,05;914,43;6;2;5;0;2;94;1.785;17.933;6.851;3;32;35;43;50;69;75;CEARÁ/CE;
590;590;2014-06-21;SÃO PAULO, SP;1.400.000,00;0,00;20.449,15;1.217,21;6;2;5;0;5;120;2.490;27.343;8.710;16;20;21;22;76;77;78;JUVENTUDE/RS;
591;591;2014-06-24;SÃO PAULO, SP;1.600.000,00;0,00;0,00;717,67;6;2;5;0;0;126;2.236;21.459;4.949;11;19;21;23;38;48;66;INTER LIMEIRA/SP;
592;592;2014-06-26;SÃO PAULO, SP;1.900.000,00;0,00;45.519,73;896,94;6;2;5;0;2;145;2.770;26.260;5.531;7;30;34;42;55;67;76;OLARIA/RJ;
593;593;2014-06-28;SÃO PAULO, SP;2.000.000,00;0,00;77.758,23;957,61;6;2;5;0;1;116;2.197;21.722;4.446;1;25;34;52;58;64;69;NACIONAL/AM;
594;594;2014-07-01;SÃO PAULO, SP;2.500.000,00;0,00;10.107,81;590,71;6;2;5;0;9;220;3.619;31.620;6.702;1;10;23;45;46;68;74;PAYSANDU/PA;
595;595;2014-07-03;SÃO PAULO, SP;2.700.000,00;0,00;16.903,71;809,43;6;2;5;0;6;179;3.643;34.991;8.117;1;3;10;41;51;52;54;SAMPAIO CORRÊA/MA;
596;596;2014-07-05;SÃO PAULO, SP;2.900.000,00;0,00;11.971,05;824,16;6;2;5;0;8;166;3.443;32.631;6.843;14;19;20;28;55;76;79;SANTO ANDRÉ/SP;
597;597;2014-07-08;SÃO PAULO, SP;3.200.000,00;0,00;30.287,25;791,47;6;2;5;0;3;164;2.857;28.004;7.035;13;32;39;40;46;54;65;INTER LIMEIRA/SP;
598;598;2014-07-10;SÃO PAULO, SP;3.600.000,00;0,00;16.267,68;726,23;6;2;5;0;7;224;4.183;39.184;9.476;1;2;12;20;29;46;71;MOTO CLUBE/MA;
599;599;2014-07-12;SÃO PAULO, SP;4.000.000,00;0,00;10.830,40;756,78;6;2;5;0;9;184;3.621;35.307;24.040;2;13;25;39;47;50;68;BOTAFOGO/RJ;
600;600;2014-07-15;SÃO PAULO, SP;4.200.000,00;0,00;8.895,15;529,47;6;2;5;0;12;288;4.886;42.593;6.417;13;19;27;29;42;44;57;YPIRANGA/AP;
601;601;2014-07-17;SÃO PAULO, SP;4.700.000,00;0,00;0,00;990,90;6;2;5;0;0;176;3.612;36.472;7.690;15;18;55;56;62;67;77;CRB/AL;
602;602;2014-07-19;SÃO PAULO, SP;5.000.000,00;0,00;31.459,70;982,34;6;2;5;0;4;183;3.931;41.000;26.727;4;14;16;25;60;69;74;FLUMINENSE/RJ;
603;603;2014-07-22;SÃO PAULO, SP;5.400.000,00;0,00;19.803,69;821,72;6;2;5;0;7;241;4.250;42.064;10.846;3;37;46;57;59;63;78;SÃO CAETANO/SP;
604;604;2014-07-24;SÃO PAULO, SP;6.200.000,00;0,00;25.638,80;889,72;6;2;5;0;6;247;4.603;43.920;8.607;2;29;35;52;58;68;74;XV PIRACICABA/SP;
605;605;2014-07-26;SÃO PAULO, SP;6.500.000,00;0,00;27.054,77;1.050,26;6;2;5;0;5;184;3.687;38.688;15.829;33;42;49;62;71;72;78;ATLÉTICO/PR;
606;606;2014-07-29;SÃO PAULO, SP;6.700.000,00;0,00;30.436,73;814,25;6;2;5;0;5;267;4.762;45.251;10.483;16;39;43;47;66;69;70;SERGIPE/SE;
607;607;2014-07-31;SÃO PAULO, SP;7.500.000,00;0,00;18.462,40;827,08;6;2;5;0;9;287;5.726;55.578;12.902;6;14;20;24;33;40;57;PARANÁ/PR;
608;608;2014-08-02;SÃO PAULO, SP;7.800.000,00;0,00;68.124,38;929,81;6;2;5;0;3;314;6.125;56.315;13.192;25;40;53;71;72;74;75;CRB/AL;
609;609;2014-08-05;SÃO PAULO, SP;8.800.000,00;0,00;32.024,68;836,88;6;2;5;0;6;328;7.178;66.854;13.263;2;4;5;12;31;60;73;PARANÁ/PR;
610;610;2014-08-07;SÃO PAULO, SP;9.300.000,00;0,00;17.155,95;899,39;6;2;5;0;12;327;6.235;58.618;13.673;18;34;37;53;64;67;71;SERGIPE/SE;
611;611;2014-08-09;SÃO PAULO, SP;9.800.000,00;0,00;22.115,64;800,96;6;2;5;0;9;355;6.661;62.858;11.908;13;29;38;39;44;60;77;YPIRANGA/AP;
612;612;2014-08-12;SÃO PAULO, SP;10.300.000,00;0,00;12.735,93;957,58;6;2;5;0;15;285;6.825;61.127;13.385;7;10;28;29;60;70;71;PARANÁ/PR;
613;613;2014-08-14;SÃO PAULO, SP;10.800.000,00;0,00;34.021,52;873,09;6;2;5;0;6;334;6.426;65.039;18.434;1;5;18;29;51;54;68;BANGU/RJ;
614;614;2014-08-16;SÃO PAULO, SP;12.000.000,00;0,00;39.478,95;972,38;6;2;5;0;5;290;5.449;54.778;11.404;2;34;40;51;53;56;67;RIO BRANCO/AC;
615;615;2014-08-19;SÃO PAULO, SP;12.500.000,00;0,00;16.094,43;1.125,48;6;2;5;0;14;286;6.135;62.961;18.460;20;35;43;50;67;77;78;JI-PARANÁ / RO;
616;616;2014-08-21;SÃO PAULO, SP;13.000.000,00;0,00;15.431,16;790,83;6;2;5;0;16;446;7.917;76.416;18.307;10;15;25;51;52;53;62;PALMAS/TO;
617;617;2014-08-23;SÃO PAULO, SP;13.500.000,00;0,00;21.516,34;605,93;6;2;5;0;11;558;10.104;87.226;17.547;12;18;19;20;23;47;63;FIGUEIRENSE/SC;
618;618;2014-08-26;SÃO PAULO, SP;14.000.000,00;0,00;29.674,79;757,00;6;2;5;0;7;392;7.614;73.125;34.141;11;23;25;31;33;54;71;GOIÁS/GO;
619;619;2014-08-28;SÃO PAULO, SP;15.500.000,00;0,00;60.317,02;946,89;6;2;5;0;4;364;6.737;66.486;13.045;6;15;30;34;42;66;70;DESPORTIVA/ES;
620;620;2014-08-30;SÃO PAULO, SP;15.900.000,00;0,00;21.555,56;842,61;6;2;5;0;11;402;7.685;74.129;15.928;7;30;35;47;71;72;77;PALMAS/TO;
621;621;2014-09-02;SÃO PAULO, SP;16.600.000,00;0,00;28.321,00;697,56;6;2;5;0;9;522;8.889;80.387;15.706;15;29;44;48;57;63;72;RORAIMA/RR;
622;622;2014-09-04;SÃO PAULO, SP;17.200.000,00;0,00;21.750,15;714,29;6;2;5;0;10;435;8.983;82.962;99.828;6;27;50;51;52;55;66;CORINTHIANS/SP;
623;623;2014-09-06;SÃO PAULO, SP;17.800.000,00;0,00;24.393,21;793,62;6;2;5;0;11;483;8.585;72.743;17.251;42;62;68;74;76;77;78;TUNA LUSO/PA;
624;624;2014-09-09;SÃO PAULO, SP;19.300.000,00;0,00;20.190,10;815,76;6;2;5;0;14;495;9.813;97.396;80.513;3;27;35;45;60;73;76;GRÊMIO/RS;
625;625;2014-09-11;SÃO PAULO, SP;20.000.000,00;0,00;113.071,14;931,90;6;2;5;0;3;520;10.110;99.067;29.094;3;32;43;50;56;67;73;MIXTO/MT;
626;626;2014-09-13;SÃO PAULO, SP;21.000.000,00;0,00;19.139,41;691,23;6;2;5;0;18;712;13.240;120.417;25.821;7;12;14;29;44;50;56;PALMAS/TO;
627;627;2014-09-16;SÃO PAULO, SP;22.000.000,00;0,00;23.288,58;875,51;6;2;5;0;15;570;10.262;102.975;27.336;4;32;43;50;66;74;75;BRAGANTINO/SP;
628;628;2014-09-18;SÃO PAULO, SP;150.000,00;22.077.129,12;24.433,95;818,55;6;2;5;1;14;597;11.369;106.984;41.426;9;16;39;43;58;67;69;AVAÍ/SC;
629;629;2014-09-20;SÃO PAULO, SP;1.100.000,00;0,00;40.917,31;1.146,14;6;2;5;0;2;102;2.027;22.482;19.098;31;40;52;55;57;67;70;BOTAFOGO/RJ;
630;630;2014-09-23;SÃO PAULO, SP;1.300.000,00;0,00;94.980,42;955,53;6;2;5;0;1;142;2.867;28.747;7.098;12;15;26;35;49;50;62;JUVENTUS/SP;
631;631;2014-09-25;SÃO PAULO, SP;1.700.000,00;0,00;106.835,99;1.004,09;6;2;5;0;1;152;3.019;31.609;5.179;14;19;21;34;35;60;65;XV PIRACICABA/SP;
632;632;2014-09-27;SÃO PAULO, SP;2.000.000,00;0,00;8.061,96;747,05;6;2;5;0;12;185;3.082;29.011;7.971;14;17;18;35;38;39;40;BANGU/RJ;
633;633;2014-09-30;SÃO PAULO, SP;2.100.000,00;0,00;26.069,25;980,04;6;2;5;0;4;152;2.994;30.578;9.101;1;17;30;37;43;69;77;IPATINGA/MG;
634;634;2014-10-02;SÃO PAULO, SP;2.800.000,00;0,00;31.144,26;1.022,79;6;2;5;0;4;174;3.650;35.817;14.570;14;22;26;30;38;69;71;SANTA CRUZ/PE;
635;635;2014-10-04;SÃO PAULO, SP;3.100.000,00;0,00;24.510,66;627,51;6;2;5;0;5;279;4.577;42.811;9.448;7;13;36;55;68;71;72;AMÉRICA/RN;
636;636;2014-10-07;SÃO PAULO, SP;3.300.000,00;0,00;26.363,00;776,52;6;2;5;0;4;194;3.996;39.133;39.401;12;16;21;48;55;73;75;SANTOS/SP;
637;637;2014-10-09;SÃO PAULO, SP;3.700.000,00;0,00;46.463,40;689,02;6;2;5;0;3;289;5.053;47.210;8.522;13;19;21;26;43;72;76;OPERARIO/MS;
638;638;2014-10-11;SÃO PAULO, SP;4.000.000,00;0,00;25.622,64;655,98;6;2;5;0;5;279;5.236;47.810;5.623;3;4;14;17;23;29;69;VILLA NOVA/MG;
639;639;2014-10-14;SÃO PAULO, SP;500.000,00;4.083.943,27;21.990,84;785,38;6;2;5;1;6;240;4.479;42.516;9.920;15;19;20;37;44;69;74;JI-PARANÁ / RO;
640;640;2014-10-16;SÃO PAULO, SP;800.000,00;0,00;0,00;907,70;6;2;5;0;0;132;2.586;25.571;11.691;3;11;26;31;37;52;66;VITÓRIA/BA;
641;641;1905-07-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;8;15;21;33;38;51;80;UNIÃO BARBARENSE/SP;
642;642;2014-10-21;SÃO PAULO, SP;1.200.000,00;0,00;77.016,74;1.089,34;6;2;5;0;1;101;2.147;22.995;18.229;7;8;23;30;41;61;64;BOTAFOGO/RJ;
643;643;2014-10-23;SÃO PAULO, SP;1.500.000,00;0,00;13.412,24;964,90;6;2;5;0;7;139;2.458;25.341;7.487;2;20;38;43;64;66;70;IPATINGA/MG;
644;644;2014-10-25;SÃO PAULO, SP;1.800.000,00;0,00;8.162,30;655,89;6;2;5;0;9;160;3.132;27.253;27.684;7;14;26;35;42;61;72;SANTOS/SP;
645;645;2014-10-28;SÃO PAULO, SP;2.000.000,00;0,00;26.970,00;692,13;6;2;5;0;3;167;3.234;30.305;26.917;2;8;14;21;24;32;40;PALMEIRAS/SP;
646;646;2014-10-30;SÃO PAULO, SP;2.200.000,00;0,00;27.226,09;685,36;6;2;5;0;4;227;3.880;35.030;7.488;5;25;39;50;55;63;78;CRICIÚMA/SC;
647;647;2014-11-01;SÃO PAULO, SP;2.600.000,00;0,00;109.550,29;966,05;6;2;5;0;1;162;3.193;30.686;5.970;30;34;48;55;57;67;69;CSA/AL;
648;648;2014-11-04;SÃO PAULO, SP;2.900.000,00;0,00;104.040,30;1.011,08;6;2;5;0;1;147;3.169;32.269;10.790;6;46;56;58;69;71;77;SPORT/PE;
649;649;2014-11-06;SÃO PAULO, SP;3.400.000,00;0,00;15.557,41;798,49;6;2;5;0;6;167;3.133;31.901;15.677;2;29;35;39;47;57;77;GOIÁS/GO;
650;650;2014-11-08;SÃO PAULO, SP;3.700.000,00;0,00;23.877,81;879,15;6;2;5;0;5;194;3.302;34.840;4.698;14;20;23;40;62;75;80;VILA NOVA/MG;
651;651;2014-11-11;SÃO PAULO, SP;4.000.000,00;0,00;56.039,04;964,52;6;2;5;0;2;166;3.291;32.515;9.749;4;41;49;57;58;62;75;MARÍLIA/SP;
652;652;2014-11-13;SÃO PAULO, SP;4.200.000,00;0,00;20.532,04;660,61;6;2;5;0;5;222;4.050;38.140;33.851;2;9;24;25;30;49;65;GRÊMIO/RS;
653;653;2014-11-18;SÃO PAULO, SP;4.700.000,00;0,00;18.095,14;622,89;6;2;5;0;8;332;5.750;53.028;27.995;5;21;26;28;34;55;58;ATLÉTICO/PR;
654;654;2014-11-20;SÃO PAULO, SP;5.000.000,00;0,00;37.512,01;760,12;6;2;5;0;2;141;3.241;33.466;49.476;12;13;14;41;48;60;69;FLAMENGO/RJ;
655;655;2014-11-22;SÃO PAULO, SP;5.200.000,00;0,00;7.280,46;777,06;6;2;5;0;13;174;3.249;31.372;38.890;23;40;48;53;62;65;78;SÃO PAULO/SP;
656;656;2014-11-25;SÃO PAULO, SP;5.600.000,00;0,00;28.359,87;790,51;6;2;5;0;4;205;3.924;38.622;32.882;2;5;21;45;61;69;74;VASCO DA GAMA/RJ;
657;657;2014-11-27;SÃO PAULO, SP;6.000.000,00;0,00;29.094,29;697,37;6;2;5;0;5;298;5.489;52.138;17.268;2;11;13;14;25;40;64;CORITIBA/PR;
658;658;2014-11-29;SÃO PAULO, SP;6.300.000,00;0,00;36.560,36;1.065,89;6;2;5;0;4;196;4.407;44.934;11.963;19;20;25;40;58;64;65;AMÉRICA/RJ;
659;659;2014-12-02;SÃO PAULO, SP;7.000.000,00;0,00;23.314,06;682,03;6;2;5;0;6;293;5.294;49.632;42.579;6;21;34;39;45;54;63;PALMEIRAS/SP;
660;660;2014-12-04;SÃO PAULO, SP;7.500.000,00;0,00;15.838,42;591,18;6;2;5;0;11;421;7.020;60.946;11.742;8;13;35;43;47;59;72;VILA NOVA/GO;
661;661;2014-12-06;SÃO PAULO, SP;8.000.000,00;0,00;34.371,27;812,94;6;2;5;0;5;302;5.426;53.506;22.630;21;23;29;36;38;46;59;ABC/RN;
662;662;2014-12-09;SÃO PAULO, SP;8.300.000,00;0,00;18.005,08;670,99;6;2;5;0;9;345;5.616;53.598;19.914;7;12;29;47;58;67;70;AVAÍ/SC;
663;663;2014-12-11;SÃO PAULO, SP;8.800.000,00;0,00;46.674,18;629,03;6;2;5;0;4;424;7.308;66.071;11.870;5;7;27;44;58;60;77;TUNA LUSO/PA;
664;664;2014-12-13;SÃO PAULO, SP;9.800.000,00;0,00;13.314,69;416,73;6;2;5;0;14;639;9.976;82.287;16.488;13;14;17;25;33;35;57;IPATINGA/MG;
665;665;2014-12-16;SÃO PAULO, SP;10.200.000,00;0,00;29.040,94;1.121,27;6;2;5;0;7;259;5.614;58.604;17.108;4;26;27;36;42;70;74;MIXTO/MT;
666;666;2014-12-18;SÃO PAULO, SP;11.000.000,00;0,00;46.735,05;1.008,52;6;2;5;0;5;331;6.346;65.548;16.336;32;37;42;57;68;74;80;CRICIÚMA/SC;
667;667;2014-12-20;SÃO PAULO, SP;11.500.000,00;0,00;14.988,96;560,54;6;2;5;0;15;573;9.692;85.109;29.709;1;12;14;16;18;23;77;CEARÁ/CE;
668;668;2014-12-23;SÃO PAULO, SP;12.000.000,00;0,00;14.598,76;873,82;6;2;5;0;15;358;7.554;73.398;49.012;8;15;25;51;60;66;69;ATLÉTICO/MG;
669;669;2014-12-27;SÃO PAULO, SP;650.000,00;12.206.341,77;87.030,72;1.161,95;6;2;5;1;3;321;7.169;73.725;15.610;11;27;28;32;34;41;60;CSA/AL;
670;670;2014-12-30;SÃO PAULO, SP;1.000.000,00;0,00;87.389,38;671,19;6;2;5;0;1;186;3.155;30.326;21.983;9;15;16;32;57;64;69;AMÉRICA/MG;
671;671;2015-01-03;SÃO PAULO, SP;1.200.000,00;0,00;12.760,21;834,00;6;2;5;0;7;153;3.017;28.469;3.952;5;11;43;50;55;60;61;VILLA NOVA/MG;
672;672;2015-01-06;SÃO PAULO, SP;1.500.000,00;0,00;96.293,29;1.273,72;6;2;5;0;1;108;2.357;26.088;7.398;10;26;37;42;52;61;71;MIXTO/MT;
673;673;2015-01-08;SÃO PAULO, SP;1.800.000,00;0,00;27.956,73;716,37;6;2;5;0;4;223;3.727;36.348;11.658;11;27;36;38;48;57;75;ATLÉTICO/GO;
674;674;2015-01-10;SÃO PAULO, SP;2.300.000,00;0,00;23.098,07;737,36;6;2;5;0;4;179;3.720;35.686;34.490;3;22;25;30;33;39;71;SÃO PAULO/SP;
675;675;2015-01-13;SÃO PAULO, SP;2.500.000,00;0,00;38.025,22;885,68;6;2;5;0;3;184;3.376;32.545;10.962;22;25;48;56;61;63;76;ATLÉTICO/GO;
676;676;2015-01-15;SÃO PAULO, SP;2.900.000,00;0,00;61.349,12;1.160,81;6;2;5;0;2;151;3.351;34.749;10.107;8;18;26;30;43;62;79;PONTE PRETA/SP;
677;677;2015-01-17;SÃO PAULO, SP;3.100.000,00;0,00;29.071,97;826,49;6;2;5;0;4;201;3.645;35.616;9.867;1;4;16;21;41;42;64;IPATINGA/MG;
678;678;2015-01-20;SÃO PAULO, SP;3.400.000,00;0,00;57.132,10;1.102,93;6;2;5;0;2;148;2.953;30.518;9.240;33;40;50;56;58;59;61;IPATINGA/MG;
679;679;2015-01-22;SÃO PAULO, SP;3.900.000,00;0,00;15.043,58;452,43;6;2;5;0;6;285;5.137;45.689;59.274;2;7;18;44;45;66;77;FLAMENGO/RJ;
680;680;2015-01-24;SÃO PAULO, SP;4.200.000,00;0,00;41.313,18;894,22;6;2;5;0;3;198;3.873;38.758;6.795;2;4;5;44;67;68;79;RIO BRANCO/AC;
681;681;2015-01-27;SÃO PAULO, SP;100.000,00;4.272.780,94;57.513,01;667,97;6;2;5;1;2;246;5.176;45.223;38.080;7;11;21;28;42;57;79;PALMEIRAS/SP;
682;682;2015-01-29;SÃO PAULO, SP;350.000,00;0,00;5.716,16;489,95;6;2;5;0;12;200;3.301;29.473;22.614;5;19;33;42;46;69;75;GRÊMIO/RS;
683;683;2015-01-31;SÃO PAULO, SP;500.000,00;0,00;27.087,18;1.261,82;6;2;5;0;3;92;1.960;21.727;4.617;1;12;32;41;64;68;77;CRB/AL;
