"idquina";"quiconc";"quidata";"quilocal";"quipremioest";"quipr05";"quipr04";"quipr03";"quipr02";"quigan05";"quigan04";"quigan03";"quigan02";"quid01";"quid02";"quid03";"quid04";"quid05";"quicidadesgan"
1726;1726;"2007-03-15 00:00:00";"";"0";"59.591,32";"1.453,45";"50,24";"0";"5";"205";"7877";"0";19;22;26;57;64;""
1727;1727;"2007-03-17 00:00:00";"";"324.045,19";"0";"2.234,80";"61,47";"0";"0";"145";"7003";"0";12;15;42;58;78;""
1728;1728;"2007-03-20 00:00:00";"";"689.849,27";"0";"1.856,87";"58,3";"0";"0";"197";"8334";"0";26;29;42;47;68;""
1729;1729;"2007-03-22 00:00:00";"";"0";"1.111.085,90";"2.044,84";"80,4";"0";"1";"206";"6960";"0";28;38;52;59;71;""
1730;1730;"2007-03-24 00:00:00";"";"0";"303.779,94";"1.745,86";"53,17";"0";"1";"174";"7589";"0";8;12;29;62;65;""
1731;1731;"2007-03-27 00:00:00";"";"0";"144.627,34";"1.555,13";"59,23";"0";"2";"186";"6488";"0";14;31;38;49;73;""
1732;1732;"2007-03-29 00:00:00";"";"279.926,50";"0";"2.717,73";"70,83";"0";"0";"103";"5250";"0";16;42;49;51;75;""
1733;1733;"2007-03-31 00:00:00";"";"648.718,89";"0";"4.238,99";"75,99";"0";"0";"87";"6447";"0";9;22;62;63;72;""
1734;1734;"2007-04-03 00:00:00";"";"0";"1.058.543,54";"3.128,43";"81,47";"0";"1";"131";"6682";"0";12;40;60;69;77;""
1735;1735;"2007-04-05 00:00:00";"";"0";"280.319,32";"2.091,93";"72,4";"0";"1";"134";"5143";"0";1;8;32;65;67;""
1736;1736;"2007-04-07 00:00:00";"";"234.276,66";"0";"2.296,83";"54,5";"0";"0";"102";"5711";"0";12;42;46;49;80;""
1737;1737;"2007-04-10 00:00:00";"";"0";"590.609,87";"2.059,73";"53,68";"0";"1";"173";"8817";"0";9;24;27;30;68;""
1738;1738;"2007-04-12 00:00:00";"";"300.062,28";"0";"2.459,52";"68,59";"0";"0";"122";"5811";"0";33;34;71;74;79;""
1739;1739;"2007-04-14 00:00:00";"";"0";"689.163,23";"1.975,13";"64,16";"0";"1";"197";"8056";"0";16;38;44;76;78;""
1740;1740;"2007-04-17 00:00:00";"";"0";"147.738,60";"1.748,39";"56,8";"0";"2";"169";"6911";"0";9;35;43;49;78;""
1741;1741;"2007-04-19 00:00:00";"";"290.768,11";"0";"1.321,67";"47,2";"0";"0";"220";"8183";"0";24;36;44;45;46;""
1742;1742;"2007-04-24 00:00:00";"";"0";"748.635,64";"2.809,01";"69,37";"0";"1";"163";"8767";"0";8;54;57;64;66;""
1743;1743;"2007-04-26 00:00:00";"";"279.288,85";"0";"2.971,16";"68,37";"0";"0";"94";"5426";"0";2;16;64;69;77;""
1744;1744;"2007-04-28 00:00:00";"";"649.904,39";"0";"4.259,95";"89,33";"0";"0";"87";"5511";"0";2;22;31;64;75;""
1745;1745;"2007-05-03 00:00:00";"";"1.139.852,40";"0";"2.565,18";"70,34";"0";"0";"191";"9253";"0";22;25;56;76;80;""
1746;1746;"2007-05-05 00:00:00";"";"0";"844.579,22";"1.196,75";"40,64";"0";"2";"459";"17953";"0";5;9;24;48;77;""
1747;1747;"2007-05-08 00:00:00";"";"0";"311.373,12";"1.759,17";"49,06";"0";"1";"177";"8432";"0";1;13;27;59;71;""
1748;1748;"2007-05-10 00:00:00";"";"0";"100.011,75";"2.804,07";"72,24";"0";"3";"107";"5517";"0";37;47;52;72;79;""
1749;1749;"2007-05-12 00:00:00";"";"0";"331.978,88";"4.811,29";"98,33";"0";"1";"69";"4485";"0";42;60;62;66;75;""
1750;1750;"2007-05-15 00:00:00";"";"300.075,50";"0";"2.885,34";"74,83";"0";"0";"104";"5327";"0";22;31;34;73;74;""
1751;1751;"2007-05-17 00:00:00";"";"0";"328.972,58";"2.840,23";"75,1";"0";"2";"126";"6330";"0";16;21;37;38;60;""
1752;1752;"2007-05-19 00:00:00";"";"0";"323.886,98";"1.506,45";"42,4";"0";"1";"215";"10147";"0";5;12;32;44;54;""
1753;1753;"2007-05-22 00:00:00";"";"0";"96.319,05";"2.889,57";"71,11";"0";"3";"100";"5398";"0";19;21;55;60;62;""
1754;1754;"2007-05-24 00:00:00";"";"275.726,29";"0";"1.139,37";"40,73";"0";"0";"242";"8994";"0";6;19;21;27;58;""
1755;1755;"2007-05-26 00:00:00";"";"641.321,78";"0";"2.574,62";"69,48";"0";"0";"142";"6990";"0";17;37;53;69;80;""
1756;1756;"2007-05-29 00:00:00";"";"1.049.501,69";"0";"2.373,14";"61,29";"0";"0";"172";"8847";"0";10;33;42;49;70;""
1757;1757;"2007-05-31 00:00:00";"";"0";"1.512.504,41";"1.734,09";"58,74";"0";"1";"267";"10471";"0";2;14;47;53;78;""
1758;1758;"2007-06-02 00:00:00";"";"330.384,14";"0";"3.371,27";"80,07";"0";"0";"98";"5481";"0";11;38;40;41;78;""
1759;1759;"2007-06-05 00:00:00";"";"0";"728.121,41";"2.060,82";"60,18";"0";"1";"193";"8780";"0";9;14;56;68;79;""
1760;1760;"2007-06-09 00:00:00";"";"408.637,35";"0";"2.461,67";"64,75";"0";"0";"166";"8383";"0";27;34;46;55;70;""
1761;1761;"2007-06-12 00:00:00";"";"0";"408.306,30";"2.060,48";"52,82";"0";"2";"198";"10259";"0";1;13;45;55;58;""
1762;1762;"2007-06-14 00:00:00";"";"308.127,04";"0";"2.465,02";"70,3";"0";"0";"125";"5822";"0";2;20;30;45;74;""
1763;1763;"2007-06-16 00:00:00";"";"0";"143.758,75";"1.098,04";"37,25";"0";"5";"374";"14644";"0";3;9;24;33;60;""
1764;1764;"2007-06-19 00:00:00";"";"0";"159.771,70";"1.805,33";"55,45";"0";"2";"177";"7655";"0";1;10;47;73;75;""
1765;1765;"2007-06-21 00:00:00";"";"0";"306.392,26";"1.702,18";"49,66";"0";"1";"180";"8197";"0";4;10;26;36;80;""
1766;1766;"2007-06-23 00:00:00";"";"331.405,05";"0";"2.958,97";"58,65";"0";"0";"112";"7506";"0";5;25;27;62;71;""
1767;1767;"2007-06-26 00:00:00";"";"711.192,93";"0";"3.062,81";"71,13";"0";"0";"124";"7092";"0";9;39;60;74;79;""
1768;1768;"2007-06-28 00:00:00";"";"0";"1.141.507,04";"3.211,30";"68,08";"0";"1";"134";"8397";"0";28;33;42;62;63;""
1769;1769;"2007-06-30 00:00:00";"";"0";"329.094,64";"3.019,22";"75,6";"0";"1";"109";"5783";"0";20;24;45;56;61;""
1770;1770;"2007-07-03 00:00:00";"";"323.852,13";"0";"1.579,76";"50,47";"0";"0";"205";"8523";"0";10;21;22;25;63;""
1771;1771;"2007-07-05 00:00:00";"";"714.705,56";"0";"1.974,01";"65,69";"0";"0";"198";"7903";"0";28;39;42;59;78;""
1772;1772;"2007-07-07 00:00:00";"";"0";"1.179.216,21";"1.689,13";"45,33";"0";"1";"275";"13610";"0";11;19;38;48;54;""
1773;1773;"2007-07-10 00:00:00";"";"0";"299.133,35";"2.876,28";"86,3";"0";"1";"104";"4605";"0";20;26;57;61;63;""
1774;1774;"2007-07-12 00:00:00";"";"0";"161.031,87";"1.303,90";"43,37";"0";"2";"247";"9865";"0";16;19;34;38;55;""
1775;1775;"2007-07-14 00:00:00";"";"347.933,08";"0";"2.558,33";"66,39";"0";"0";"136";"6961";"0";12;49;55;67;80;""
1776;1776;"2007-07-17 00:00:00";"";"728.538,22";"0";"1.619,59";"49,72";"0";"0";"235";"10170";"0";7;21;32;36;52;""
1777;1777;"2007-07-19 00:00:00";"";"0";"575.624,84";"1.644,79";"55,63";"0";"2";"257";"10093";"0";1;27;44;56;74;""
1778;1778;"2007-07-21 00:00:00";"";"334.388,93";"0";"3.483,22";"84,41";"0";"0";"96";"5262";"0";26;41;46;55;67;""
1779;1779;"2007-07-24 00:00:00";"";"710.148,54";"0";"3.054,96";"77,76";"0";"0";"123";"6419";"0";21;31;45;48;55;""
1780;1780;"2007-07-26 00:00:00";"";"0";"188.004,24";"1.971,12";"55,01";"0";"6";"212";"10091";"0";28;33;42;48;76;""
1781;1781;"2007-07-28 00:00:00";"";"0";"162.558,41";"2.621,91";"57,5";"0";"2";"124";"7511";"0";2;25;43;53;64;""
1782;1782;"2007-07-31 00:00:00";"";"0";"155.131,39";"2.697,94";"61,37";"0";"2";"115";"6716";"0";5;21;22;62;77;""
1783;1783;"2007-08-02 00:00:00";"";"0";"159.335,13";"2.529,13";"54,06";"0";"2";"126";"7831";"0";5;8;35;55;70;""
1784;1784;"2007-08-04 00:00:00";"";"350.524,65";"0";"2.190,78";"75,73";"0";"0";"160";"6149";"0";26;29;51;59;62;""
1785;1785;"2007-08-07 00:00:00";"";"768.485,10";"0";"4.308,87";"90,45";"0";"0";"97";"6138";"0";22;32;60;68;72;""
1786;1786;"2007-08-09 00:00:00";"";"0";"415.086,21";"2.407,95";"63,54";"0";"3";"198";"9967";"0";26;45;69;77;80;""
1787;1787;"2007-08-11 00:00:00";"";"358.996,18";"0";"2.316,11";"63,16";"0";"0";"155";"7550";"0";33;39;51;56;72;""
1788;1788;"2007-08-14 00:00:00";"";"0";"129.546,21";"2.060,50";"69,67";"0";"6";"203";"7976";"0";5;16;41;53;68;""
1789;1789;"2007-08-16 00:00:00";"";"0";"157.778,14";"1.577,78";"51,34";"0";"2";"200";"8165";"0";9;22;26;34;78;""
1790;1790;"2007-08-18 00:00:00";"";"0";"352.730,82";"1.746,20";"50,42";"0";"1";"202";"9293";"0";2;15;20;32;34;""
1791;1791;"2007-08-21 00:00:00";"";"326.897,86";"0";"3.302,00";"89,47";"0";"0";"99";"4853";"0";40;42;51;52;66;""
1792;1792;"2007-08-23 00:00:00";"";"0";"714.392,70";"2.690,94";"75,16";"0";"1";"144";"6849";"0";14;39;41;66;75;""
1793;1793;"2007-08-25 00:00:00";"";"0";"346.880,19";"2.128,10";"54,44";"0";"1";"163";"8465";"0";15;16;41;42;55;""
1794;1794;"2007-08-28 00:00:00";"";"0";"316.243,89";"1.916,63";"51,17";"0";"1";"165";"8211";"0";1;10;23;41;76;""
1795;1795;"2007-08-30 00:00:00";"";"329.109,30";"0";"3.428,22";"76,76";"0";"0";"96";"5695";"0";3;26;47;61;72;""
1796;1796;"2007-09-01 00:00:00";"";"764.201,41";"0";"2.417,18";"74,95";"0";"0";"180";"7712";"0";34;35;40;48;49;""
1797;1797;"2007-09-04 00:00:00";"";"1.288.548,92";"0";"2.913,04";"81,66";"0";"0";"180";"8529";"0";22;29;64;66;70;""
1798;1798;"2007-09-06 00:00:00";"";"0";"477.610,52";"1.419,85";"46,26";"0";"4";"438";"17859";"0";12;28;45;56;59;""
1799;1799;"2007-09-08 00:00:00";"";"0";"296.218,53";"3.219,77";"73,24";"0";"1";"92";"5373";"0";27;39;55;71;75;""
1800;1800;"2007-09-11 00:00:00";"";"389.095,13";"0";"2.262,18";"65,55";"0";"0";"172";"7885";"0";22;32;44;65;74;""
1801;1801;"2007-09-13 00:00:00";"";"0";"870.031,11";"1.226,88";"39,47";"0";"1";"392";"16183";"0";4;7;25;35;52;""
1802;1802;"2007-09-15 00:00:00";"";"405.194,28";"0";"2.648,33";"74,17";"0";"0";"153";"7257";"0";26;47;59;64;70;""
1803;1803;"2007-09-18 00:00:00";"";"0";"444.072,10";"2.653,57";"69,94";"0";"2";"182";"9173";"0";48;53;62;67;77;""
1804;1804;"2007-09-20 00:00:00";"";"0";"180.388,36";"2.505,40";"64,28";"0";"2";"144";"7455";"0";18;25;28;51;69;""
1805;1805;"2007-09-22 00:00:00";"";"0";"194.814,51";"2.844,01";"71,46";"0";"2";"137";"7243";"0";12;21;52;60;63;""
1806;1806;"2007-09-25 00:00:00";"";"0";"88.772,07";"1.211,91";"42,78";"0";"4";"293";"11026";"0";13;25;52;55;71;""
1807;1807;"2007-09-27 00:00:00";"";"0";"346.789,92";"2.647,25";"71,1";"0";"1";"131";"6479";"0";4;28;51;58;76;""
1808;1808;"2007-09-29 00:00:00";"";"0";"383.315,49";"1.035,99";"35,53";"0";"1";"370";"14334";"0";3;19;25;29;58;""
1809;1809;"2007-10-02 00:00:00";"";"363.814,45";"0";"2.756,17";"70,92";"0";"0";"132";"6814";"0";24;25;40;56;75;""
1810;1810;"2007-10-04 00:00:00";"";"0";"405.165,04";"3.882,74";"75,59";"0";"2";"115";"7847";"0";22;38;40;48;78;""
1811;1811;"2007-10-06 00:00:00";"";"395.160,82";"0";"1.436,95";"89,09";"0";"0";"275";"5892";"0";30;37;38;45;61;""
1812;1812;"2007-10-09 00:00:00";"";"852.854,84";"0";"2.254,65";"60,3";"0";"0";"203";"10084";"0";2;4;26;67;80;""
1813;1813;"2007-10-11 00:00:00";"";"0";"1.360.810,95";"1.659,99";"46,82";"0";"1";"306";"14414";"0";7;16;21;28;77;""
1814;1814;"2007-10-13 00:00:00";"";"282.583,82";"0";"2.478,81";"76,2";"0";"0";"114";"4926";"0";3;20;31;37;62;""
1815;1815;"2007-10-16 00:00:00";"";"707.010,74";"0";"2.496,63";"69,42";"0";"0";"170";"8122";"0";15;18;56;61;68;""
1816;1816;"2007-10-18 00:00:00";"";"0";"1.183.678,89";"1.440,09";"50,29";"0";"1";"331";"12591";"0";8;34;37;55;73;""
1817;1817;"2007-10-20 00:00:00";"";"0";"368.620,92";"4.050,78";"79,93";"0";"1";"91";"6126";"0";20;21;47;57;60;""
1818;1818;"2007-10-23 00:00:00";"";"0";"173.275,06";"2.567,04";"71,48";"0";"2";"135";"6440";"0";8;16;39;63;71;""
1819;1819;"2007-10-25 00:00:00";"";"323.786,36";"0";"2.590,29";"71,2";"0";"0";"125";"6040";"0";12;32;51;77;80;""
1820;1820;"2007-10-27 00:00:00";"";"752.460,91";"0";"2.956,38";"73,44";"0";"0";"145";"7753";"0";9;38;48;68;80;""
1821;1821;"2007-10-30 00:00:00";"";"0";"303.767,86";"1.676,13";"55,58";"0";"4";"276";"11056";"0";22;29;35;47;76;""
1822;1822;"2007-11-01 00:00:00";"";"0";"333.813,03";"2.692,04";"76,49";"0";"1";"124";"5797";"0";2;8;50;62;64;""
1823;1823;"2007-11-03 00:00:00";"";"282.471,28";"0";"2.156,27";"61,14";"0";"0";"131";"6137";"0";19;43;57;58;66;""
1824;1824;"2007-11-06 00:00:00";"";"0";"714.902,23";"1.607,55";"46,54";"0";"1";"269";"12344";"0";5;10;46;58;80;""
1825;1825;"2007-11-08 00:00:00";"";"352.415,88";"0";"2.381,19";"60,63";"0";"0";"148";"7721";"0";14;36;49;59;68;""
1826;1826;"2007-11-10 00:00:00";"";"0";"113.666,36";"1.477,49";"42,75";"0";"7";"300";"13775";"0";9;10;13;23;68;""
1827;1827;"2007-11-13 00:00:00";"";"0";"350.578,40";"2.696,75";"69,65";"0";"1";"130";"6687";"0";2;29;38;58;63;""
1828;1828;"2007-11-17 00:00:00";"";"0";"216.181,94";"2.161,82";"62,26";"0";"2";"200";"9226";"0";5;16;30;47;73;""
1829;1829;"2007-11-20 00:00:00";"";"290.374,73";"0";"3.299,71";"75,27";"0";"0";"88";"5125";"0";23;31;38;51;58;""
1830;1830;"2007-11-22 00:00:00";"";"682.917,27";"0";"2.783,99";"73,05";"0";"0";"141";"7139";"0";8;41;64;66;68;""
1831;1831;"2007-11-24 00:00:00";"";"0";"572.285,65";"2.219,49";"61,44";"0";"2";"208";"9982";"0";2;25;29;48;61;""
1832;1832;"2007-11-27 00:00:00";"";"0";"327.946,63";"2.688,09";"72,04";"0";"1";"122";"6047";"0";1;28;30;42;68;""
1833;1833;"2007-11-29 00:00:00";"";"0";"318.597,88";"1.779,88";"51,91";"0";"1";"179";"8154";"0";6;10;44;48;57;""
1834;1834;"2007-12-01 00:00:00";"";"361.829,02";"0";"1.083,32";"36,88";"0";"0";"334";"13032";"0";4;19;35;42;49;""
1835;1835;"2007-12-04 00:00:00";"";"0";"786.413,87";"2.091,56";"59,04";"0";"1";"203";"9553";"0";8;21;29;58;62;""
1836;1836;"2007-12-06 00:00:00";"";"0";"176.939,84";"1.709,57";"45,51";"0";"2";"207";"10329";"0";12;13;29;35;65;""
1837;1837;"2007-12-08 00:00:00";"";"0";"376.288,65";"1.136,83";"53,51";"0";"1";"331";"9342";"0";12;14;27;41;72;""
1838;1838;"2007-12-11 00:00:00";"";"356.348,42";"0";"2.527,29";"68,46";"0";"0";"141";"6914";"0";5;21;61;79;80;""
1839;1839;"2007-12-13 00:00:00";"";"0";"195.724,79";"2.233,25";"63,56";"0";"4";"191";"8914";"0";10;33;41;45;78;""
1840;1840;"2007-12-15 00:00:00";"";"0";"189.375,81";"2.058,43";"56,75";"0";"2";"184";"8865";"0";10;12;38;52;75;""
1841;1841;"2007-12-18 00:00:00";"";"0";"176.240,61";"1.111,93";"45,83";"0";"2";"317";"10216";"0";13;16;31;35;51;""
1842;1842;"2007-12-20 00:00:00";"";"0";"349.691,11";"2.158,59";"58,02";"0";"1";"162";"8005";"0";2;13;31;56;71;""
1843;1843;"2007-12-22 00:00:00";"";"0";"187.910,15";"1.295,94";"39,82";"0";"2";"290";"12537";"0";8;16;23;26;55;""
1844;1844;"2007-12-27 00:00:00";"";"381.008,78";"0";"3.072,65";"69,35";"0";"0";"124";"7298";"0";9;20;21;39;65;""
1845;1845;"2007-12-29 00:00:00";"";"0";"264.117,13";"1.463,85";"56,19";"0";"3";"281";"9725";"0";8;9;37;38;40;""
1846;1846;"2008-01-03 00:00:00";"";"0";"366.298,87";"2.733,57";"63,83";"0";"1";"134";"7652";"0";14;24;37;39;76;""
1847;1847;"2008-01-05 00:00:00";"";"0";"87.724,38";"1.409,23";"53,04";"0";"4";"249";"8822";"0";17;18;36;37;40;""
1848;1848;"2008-01-08 00:00:00";"";"336.123,94";"0";"2.471,50";"59,41";"0";"0";"136";"7543";"0";15;24;30;44;77;""
1849;1849;"2008-01-10 00:00:00";"";"757.455,82";"0";"2.946,37";"83,28";"0";"0";"143";"6746";"0";16;54;61;75;80;""
1850;1850;"2008-01-12 00:00:00";"";"0";"1.268.931,45";"2.991,08";"65,94";"0";"1";"171";"10342";"0";18;39;49;55;80;""
1851;1851;"2008-01-15 00:00:00";"";"337.255,31";"0";"1.884,11";"59,09";"0";"0";"179";"7610";"0";6;23;36;66;69;""
1852;1852;"2008-01-17 00:00:00";"";"0";"743.773,76";"2.540,74";"74,23";"0";"1";"160";"7302";"0";8;21;38;61;67;""
1853;1853;"2008-01-19 00:00:00";"";"355.336,01";"0";"2.820,13";"77,17";"0";"0";"126";"6140";"0";32;53;67;69;71;""
1854;1854;"2008-01-22 00:00:00";"";"781.264,07";"0";"3.178,57";"66,97";"0";"0";"134";"8480";"0";8;38;50;60;67;""
1855;1855;"2008-01-24 00:00:00";"";"0";"639.779,14";"2.966,04";"75,22";"0";"2";"168";"8833";"0";2;23;67;74;77;""
1856;1856;"2008-01-26 00:00:00";"";"0";"116.668,01";"1.335,89";"42,11";"0";"3";"262";"11082";"0";1;2;11;42;44;""
1857;1857;"2008-01-29 00:00:00";"";"0";"333.681,53";"3.303,78";"72,89";"0";"1";"101";"6104";"0";35;44;51;59;67;""
1858;1858;"2008-01-31 00:00:00";"";"339.036,22";"0";"3.390,36";"65,5";"0";"0";"100";"6901";"0";17;18;27;68;80;""
1859;1859;"2008-02-02 00:00:00";"";"0";"374.868,07";"1.711,25";"58,43";"0";"2";"240";"9373";"0";4;14;49;58;79;""
1860;1860;"2008-02-07 00:00:00";"";"0";"338.253,99";"3.487,15";"87,27";"0";"1";"97";"5168";"0";39;41;48;71;79;""
1861;1861;"2008-02-09 00:00:00";"";"369.843,58";"0";"3.934,51";"86,74";"0";"0";"94";"5685";"0";28;38;43;60;79;""
1862;1862;"2008-02-12 00:00:00";"";"0";"397.021,09";"2.846,97";"66,9";"0";"2";"149";"8454";"0";4;24;28;39;61;""
1863;1863;"2008-02-14 00:00:00";"";"338.996,33";"0";"4.134,10";"79,78";"0";"0";"82";"5666";"0";6;21;26;64;75;""
1864;1864;"2008-02-16 00:00:00";"";"0";"112.413,10";"899,39";"37,95";"0";"7";"498";"15735";"0";7;13;42;56;69;""
1865;1865;"2008-02-19 00:00:00";"";"0";"111.819,55";"1.471,31";"45,22";"0";"3";"228";"9891";"0";8;26;38;56;58;""
1866;1866;"2008-02-21 00:00:00";"";"330.442,80";"0";"2.800,36";"67,25";"0";"0";"118";"6552";"0";14;15;54;68;75;""
1867;1867;"2008-02-23 00:00:00";"";"755.284,40";"0";"2.167,56";"69";"0";"0";"196";"8210";"0";35;41;57;64;66;""
1868;1868;"2008-02-26 00:00:00";"";"0";"614.965,17";"2.361,43";"65,06";"0";"2";"201";"9727";"0";23;38;49;51;71;""
1869;1869;"2008-02-28 00:00:00";"";"0";"322.924,45";"2.043,83";"55,98";"0";"1";"158";"7691";"0";8;20;33;41;44;""
1870;1870;"2008-03-01 00:00:00";"";"361.507,65";"0";"3.651,60";"87,75";"0";"0";"99";"5493";"0";20;42;56;75;76;""
1871;1871;"2008-03-04 00:00:00";"";"0";"391.629,98";"2.774,69";"75,18";"0";"2";"152";"7480";"0";14;41;51;73;80;""
1872;1872;"2008-03-06 00:00:00";"";"341.311,27";"0";"2.730,49";"72,19";"0";"0";"125";"6304";"0";7;32;49;60;75;""
1873;1873;"2008-03-08 00:00:00";"";"0";"383.300,01";"1.707,99";"52,4";"0";"2";"249";"10822";"0";3;7;54;59;63;""
1874;1874;"2008-03-11 00:00:00";"";"0";"112.719,81";"1.665,81";"55,89";"0";"3";"203";"8068";"0";22;25;28;72;77;""
1875;1875;"2008-03-13 00:00:00";"";"323.000,12";"0";"2.182,44";"62,36";"0";"0";"148";"6906";"0";3;16;21;67;78;""
1876;1876;"2008-03-15 00:00:00";"";"729.035,69";"0";"2.159,76";"60,78";"0";"0";"188";"8908";"0";17;28;51;56;75;""
1877;1877;"2008-03-18 00:00:00";"";"0";"1.173.922,86";"2.833,67";"66,65";"0";"1";"157";"8900";"0";13;40;65;69;77;""
1878;1878;"2008-03-20 00:00:00";"";"0";"304.232,44";"2.157,68";"75,67";"0";"1";"141";"5361";"0";2;43;59;68;75;""
1879;1879;"2008-03-22 00:00:00";"";"249.422,76";"0";"2.545,13";"63,01";"0";"0";"98";"5278";"0";18;20;25;35;62;""
1880;1880;"2008-03-25 00:00:00";"";"0";"634.946,65";"1.987,23";"61,5";"0";"1";"194";"8358";"0";16;26;29;32;74;""
1881;1881;"2008-03-27 00:00:00";"";"310.167,98";"0";"1.378,53";"44,21";"0";"0";"225";"9354";"0";6;8;15;42;59;""
1882;1882;"2008-03-29 00:00:00";"";"718.524,03";"0";"2.256,11";"56,45";"0";"0";"181";"9646";"0";12;14;36;64;80;""
1883;1883;"2008-04-01 00:00:00";"";"0";"594.767,77";"2.518,78";"70,2";"0";"2";"187";"8946";"0";17;42;55;70;79;""
1884;1884;"2008-04-03 00:00:00";"";"0";"169.489,11";"1.661,66";"61,74";"0";"2";"204";"7321";"0";27;38;59;67;75;""
1885;1885;"2008-04-05 00:00:00";"";"375.841,83";"0";"1.534,05";"47,88";"0";"0";"245";"10465";"0";10;17;18;28;31;""
1886;1886;"2008-04-08 00:00:00";"";"0";"410.096,29";"2.524,72";"71,74";"0";"2";"176";"8259";"0";9;40;50;52;58;""
1887;1887;"2008-04-10 00:00:00";"";"0";"169.171,99";"2.706,75";"71,81";"0";"2";"125";"6282";"0";16;17;45;50;62;""
1888;1888;"2008-04-12 00:00:00";"";"0";"359.960,56";"2.534,94";"65,72";"0";"1";"142";"7303";"0";28;31;47;51;59;""
1889;1889;"2008-04-15 00:00:00";"";"0";"334.384,91";"2.129,84";"56,54";"0";"1";"157";"7885";"0";14;23;54;58;80;""
1890;1890;"2008-04-17 00:00:00";"";"0";"64.663,09";"1.584,88";"52,68";"0";"5";"204";"8183";"0";27;43;45;49;69;""
1891;1891;"2008-04-19 00:00:00";"";"345.279,49";"0";"1.426,77";"48,61";"0";"0";"242";"9471";"0";16;33;54;56;59;""
1892;1892;"2008-04-22 00:00:00";"";"0";"651.662,74";"2.490,92";"74,75";"0";"1";"123";"5465";"0";20;32;46;48;62;""
1893;1893;"2008-04-24 00:00:00";"";"0";"318.837,62";"2.125,58";"63,01";"0";"1";"150";"6747";"0";24;29;46;74;76;""
1894;1894;"2008-04-26 00:00:00";"";"343.878,84";"0";"2.645,22";"64,27";"0";"0";"130";"7134";"0";8;15;43;53;72;""
1895;1895;"2008-04-29 00:00:00";"";"0";"183.303,10";"1.819,32";"53,74";"0";"4";"214";"9660";"0";12;17;54;58;67;""
1896;1896;"2008-05-03 00:00:00";"";"0";"209.006,34";"1.482,32";"46,02";"0";"2";"282";"12112";"0";3;24;43;47;63;""
1897;1897;"2008-05-06 00:00:00";"";"0";"345.759,82";"2.188,35";"70,56";"0";"1";"158";"6534";"0";22;29;72;78;79;""
1898;1898;"2008-05-08 00:00:00";"";"0";"335.813,43";"2.398,67";"61,5";"0";"1";"140";"7281";"0";11;38;42;46;74;""
1899;1899;"2008-05-10 00:00:00";"";"0";"89.920,22";"1.236,02";"43,83";"0";"4";"291";"10941";"0";8;35;42;54;57;""
1900;1900;"2008-05-13 00:00:00";"";"336.941,48";"0";"2.495,86";"60,78";"0";"0";"135";"7392";"0";22;34;35;48;80;""
1901;1901;"2008-05-15 00:00:00";"";"736.315,77";"0";"2.170,52";"62,86";"0";"0";"184";"8472";"0";7;17;26;41;63;""
1902;1902;"2008-05-17 00:00:00";"";"0";"609.154,42";"1.606,64";"56,26";"0";"2";"300";"11424";"0";2;13;16;59;61;""
1903;1903;"2008-05-20 00:00:00";"";"345.253,79";"0";"1.907,48";"55,43";"0";"0";"181";"8305";"0";15;23;29;53;64;""
1904;1904;"2008-05-24 00:00:00";"";"844.439,96";"0";"2.757,93";"73,64";"0";"0";"181";"9038";"0";5;34;61;67;77;""
1905;1905;"2008-05-27 00:00:00";"";"0";"453.691,50";"1.682,85";"56,5";"0";"3";"307";"12192";"0";27;38;45;72;78;""
1906;1906;"2008-05-29 00:00:00";"";"0";"160.729,36";"2.009,12";"47,11";"0";"2";"160";"9099";"0";1;2;4;41;72;""
1907;1907;"2008-05-31 00:00:00";"";"368.532,83";"0";"5.048,40";"104,33";"0";"0";"73";"4710";"0";34;40;65;66;76;""
1908;1908;"2008-06-03 00:00:00";"";"0";"420.652,52";"1.128,33";"47,67";"0";"2";"419";"13223";"0";7;13;25;61;78;""
1909;1909;"2008-06-05 00:00:00";"";"0";"365.591,56";"1.384,81";"42";"0";"1";"264";"11607";"0";5;14;32;55;56;""
1910;1910;"2008-06-07 00:00:00";"";"0";"394.421,30";"3.034,01";"63,58";"0";"1";"130";"8272";"0";1;35;36;44;67;""
1911;1911;"2008-06-10 00:00:00";"";"0";"181.072,03";"1.560,97";"50,55";"0";"2";"232";"9552";"0";10;27;54;59;75;""
1912;1912;"2008-06-12 00:00:00";"";"0";"116.562,46";"2.649,15";"86,44";"0";"3";"132";"5394";"0";42;43;65;66;70;""
1913;1913;"2008-06-14 00:00:00";"";"0";"189.316,97";"1.423,43";"50,75";"0";"2";"266";"9949";"0";5;16;50;51;57;""
1914;1914;"2008-06-17 00:00:00";"";"353.973,13";"0";"3.575,49";"90,61";"0";"0";"99";"5209";"0";32;36;41;51;76;""
1915;1915;"2008-06-19 00:00:00";"";"0";"258.037,87";"1.795,48";"57,93";"0";"3";"234";"9670";"0";14;22;45;64;72;""
1916;1916;"2008-06-21 00:00:00";"";"0";"369.082,70";"3.181,75";"69,84";"0";"1";"116";"7047";"0";38;42;57;62;68;""
1917;1917;"2008-06-24 00:00:00";"";"321.360,60";"0";"4.463,34";"83,97";"0";"0";"72";"5103";"0";22;49;59;66;76;""
