idduplasena;dsconc;dsdata;dslocal;dspremioest;ds01pr06;ds01pr05;ds01pr04;ds01pr03;ds02pr06;ds02pr05;ds02pr04;ds02pr03;ds01gan06;ds01gan05;ds01gan04;ds01gan03;ds02gan06;ds02gan05;ds02gan04;ds02gan03;ds01d01;ds01d02;ds01d03;ds01d04;ds01d05;ds01d06;ds02d01;ds02d02;ds02d03;ds02d04;ds02d05;ds02d06;dscidadesgan
750;750;2009-04-15;SÃO PAULO, SP;1.900.000,00;0,00;0,00;0,00;0,00;0,00;5.659,67;71,22;0,00;0;0;0;0;0;21;1.669;0;10;17;31;35;40;44;1;9;14;22;46;47;
751;751;2009-04-17;SÃO PAULO, SP;2.000.000,00;0,00;0,00;0,00;0,00;163.316,39;2.054,29;53,09;0,00;0;0;0;0;1;53;2.051;0;21;24;26;33;39;49;9;24;26;42;44;49;
752;752;2009-04-22;SÃO PAULO, SP;2.200.000,00;0,00;0,00;0,00;0,00;0,00;5.262,98;109,22;0,00;0;0;0;0;0;12;826;0;3;6;11;20;25;36;8;24;31;37;41;45;
753;753;2009-04-24;SÃO PAULO, SP;300.000,00;2.207.529,29;0,00;0,00;0,00;0,00;5.767,63;100,68;0,00;1;0;0;0;0;18;1.473;0;7;12;20;27;29;50;8;10;25;35;37;42;
754;754;2009-04-28;SÃO PAULO, SP;500.000,00;0,00;0,00;0,00;0,00;0,00;2.647,40;77,97;0,00;0;0;0;0;0;28;1.358;0;10;28;35;38;40;41;13;16;19;45;48;50;
755;755;2009-05-02;SÃO PAULO, SP;200.000,00;455.433,62;0,00;0,00;0,00;0,00;4.686,46;83,97;0,00;1;0;0;0;0;11;877;0;7;28;33;34;39;45;2;10;27;47;48;50;
756;756;2009-05-05;SÃO PAULO, SP;400.000,00;0,00;0,00;0,00;0,00;0,00;4.183,22;109,27;0,00;0;0;0;0;0;16;875;0;10;13;14;29;32;33;15;34;36;37;43;50;
757;757;2009-05-08;SÃO PAULO, SP;700.000,00;0,00;0,00;0,00;0,00;0,00;7.513,50;124,68;0,00;0;0;0;0;0;12;1.033;0;6;14;19;22;35;49;26;39;40;43;44;46;
758;758;2009-05-12;SÃO PAULO, SP;1.000.000,00;0,00;0,00;0,00;0,00;0,00;6.860,21;132,13;0,00;0;0;0;0;0;12;890;0;4;11;19;24;34;45;9;11;20;31;35;41;
759;759;2009-05-15;SÃO PAULO, SP;1.300.000,00;0,00;0,00;0,00;0,00;0,00;2.361,55;85,30;0,00;0;0;0;0;0;42;1.661;0;1;6;10;20;29;31;5;9;12;16;22;26;
760;760;2009-05-19;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;2.577,28;73,59;0,00;0;0;0;0;0;36;1.801;0;9;15;21;25;36;48;5;7;27;32;33;45;
761;761;2009-05-22;SÃO PAULO, SP;1.900.000,00;0,00;0,00;0,00;0,00;0,00;4.231,53;108,80;0,00;0;0;0;0;0;25;1.389;0;8;12;18;20;21;28;2;4;11;24;35;39;
762;762;2009-05-26;SÃO PAULO, SP;300.000,00;1.833.231,14;0,00;0,00;0,00;0,00;6.875,77;87,14;0,00;1;0;0;0;0;14;1.578;0;11;12;28;34;35;45;13;22;23;45;49;50;
763;763;2009-05-29;SÃO PAULO, SP;250.000,00;277.261,01;0,00;0,00;0,00;0,00;5.905,33;109,18;0,00;1;0;0;0;0;15;1.159;0;31;33;40;41;49;50;12;23;31;41;45;50;
764;764;2009-06-02;SÃO PAULO, SP;500.000,00;0,00;0,00;0,00;0,00;0,00;4.622,73;112,76;0,00;0;0;0;0;0;16;937;0;4;25;32;41;46;50;19;21;27;31;35;47;
765;765;2009-06-05;SÃO PAULO, SP;800.000,00;0,00;0,00;0,00;0,00;0,00;6.324,13;101,18;0,00;0;0;0;0;0;14;1.250;0;4;7;11;20;24;42;2;4;5;31;44;49;
766;766;2009-06-09;SÃO PAULO, SP;1.000.000,00;0,00;0,00;0,00;0,00;0,00;2.452,01;75,53;0,00;0;0;0;0;0;35;1.623;0;9;17;38;39;41;50;2;3;6;30;45;50;
767;767;2009-06-12;SÃO PAULO, SP;1.300.000,00;0,00;0,00;0,00;0,00;0,00;6.198,32;123,34;0,00;0;0;0;0;0;14;1.005;0;8;9;13;17;23;28;28;29;32;34;42;49;
768;768;2009-06-16;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;140.602,91;5.513,84;97,17;0,00;0;0;0;0;1;17;1.378;0;1;2;5;6;21;25;5;14;17;29;39;48;
769;769;2009-06-19;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;0,00;3.371,96;83,65;0,00;0;0;0;0;0;31;1.785;0;7;15;30;35;38;45;3;13;16;43;49;50;
770;770;2009-06-23;SÃO PAULO, SP;300.000,00;869.161,15;0,00;0,00;0,00;0,00;3.355,45;112,19;0,00;2;0;0;0;0;29;1.239;0;1;20;24;33;34;50;4;17;18;41;43;49;
771;771;2009-06-26;SÃO PAULO, SP;260.000,00;274.763,75;0,00;0,00;0,00;0,00;4.770,43;95,31;0,00;1;0;0;0;0;18;1.287;0;4;7;18;24;29;32;8;19;23;25;42;43;
772;772;2009-06-30;SÃO PAULO, SP;500.000,00;0,00;0,00;0,00;0,00;0,00;4.667,01;98,47;0,00;0;0;0;0;0;17;1.151;0;4;13;21;30;32;42;1;9;19;24;25;40;
773;773;2009-07-03;SÃO PAULO, SP;250.000,00;516.085,02;0,00;0,00;0,00;0,00;4.326,55;64,82;0,00;1;0;0;0;0;23;2.193;0;6;9;17;18;20;33;1;5;7;9;42;47;
774;774;2009-07-07;SÃO PAULO, SP;500.000,00;0,00;0,00;0,00;0,00;0,00;2.579,90;82,31;0,00;0;0;0;0;0;31;1.388;0;5;7;12;25;45;48;7;8;19;25;30;45;
775;775;2009-07-10;SÃO PAULO, SP;800.000,00;0,00;0,00;0,00;0,00;0,00;1.485,43;51,96;0,00;0;0;0;0;0;62;2.532;0;7;16;35;37;38;47;5;7;13;17;32;47;
776;776;2009-07-14;SÃO PAULO, SP;1.100.000,00;0,00;0,00;0,00;0,00;0,00;5.964,01;132,09;0,00;0;0;0;0;0;14;903;0;4;36;37;39;40;49;1;4;16;29;36;40;
777;777;2009-07-17;SÃO PAULO, SP;1.400.000,00;0,00;0,00;0,00;0,00;0,00;7.147,25;110,46;0,00;0;0;0;0;0;14;1.294;0;1;6;22;23;36;48;2;7;18;28;32;43;
778;778;2009-07-21;SÃO PAULO, SP;1.700.000,00;0,00;0,00;0,00;0,00;0,00;4.524,31;81,61;0,00;0;0;0;0;0;21;1.663;0;6;14;29;32;34;38;8;13;16;24;26;37;
779;779;2009-07-24;SÃO PAULO, SP;2.000.000,00;0,00;0,00;0,00;0,00;0,00;3.569,75;95,73;0,00;0;0;0;0;0;30;1.598;0;13;23;34;36;45;46;7;20;21;23;37;42;
780;780;2009-07-28;SÃO PAULO, SP;2.300.000,00;0,00;0,00;0,00;0,00;0,00;7.076,17;137,84;0,00;0;0;0;0;0;15;1.100;0;21;24;29;33;39;50;20;29;34;35;36;42;
781;781;2009-07-31;SÃO PAULO, SP;2.800.000,00;0,00;0,00;0,00;0,00;0,00;4.085,13;99,40;0,00;0;0;0;0;0;31;1.820;0;2;17;20;40;41;50;16;18;21;45;48;50;
782;782;2009-08-04;SÃO PAULO, SP;3.000.000,00;0,00;0,00;0,00;0,00;0,00;4.322,99;113,09;0,00;0;0;0;0;0;28;1.529;0;11;22;32;34;37;47;6;29;35;37;43;44;
783;783;2009-08-07;SÃO PAULO, SP;3.600.000,00;0,00;0,00;0,00;0,00;0,00;3.441,11;99,74;0,00;0;0;0;0;0;46;2.267;0;1;3;7;25;41;50;1;5;21;29;40;50;
784;784;2009-08-11;SÃO PAULO, SP;350.000,00;3.599.041,09;0,00;0,00;0,00;0,00;4.710,30;128,09;0,00;1;0;0;0;0;34;1.786;0;8;18;23;28;38;45;1;5;30;37;43;45;
785;785;2009-08-14;SÃO PAULO, SP;700.000,00;0,00;0,00;0,00;0,00;0,00;2.251,13;78,56;0,00;0;0;0;0;0;46;1.883;0;1;17;20;24;40;41;2;3;7;19;20;36;
786;786;2009-08-18;SÃO PAULO, SP;850.000,00;0,00;0,00;0,00;0,00;139.827,06;3.007,04;82,00;0,00;0;0;0;0;1;31;1.624;0;4;14;19;32;44;50;1;2;8;10;16;39;
787;787;2009-08-21;SÃO PAULO, SP;1.200.000,00;0,00;0,00;0,00;0,00;0,00;4.620,62;100,07;0,00;0;0;0;0;0;24;1.583;0;1;5;11;19;23;40;4;25;32;40;48;50;
788;788;2009-08-25;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;4.372,37;91,85;0,00;0;0;0;0;0;23;1.564;0;13;21;25;32;37;46;4;7;20;24;41;43;
789;789;2009-08-28;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;0,00;7.237,98;116,87;0,00;0;0;0;0;0;17;1.504;0;5;32;34;43;47;50;5;14;15;18;37;40;
790;790;2009-09-01;SÃO PAULO, SP;2.200.000,00;0,00;0,00;0,00;0,00;0,00;4.522,51;115,12;0,00;0;0;0;0;0;25;1.403;0;12;14;24;31;39;49;23;28;35;40;46;49;
791;791;2009-09-04;SÃO PAULO, SP;2.600.000,00;0,00;0,00;0,00;0,00;0,00;8.217,61;113,26;0,00;0;0;0;0;0;17;1.762;0;4;6;14;21;24;29;3;24;32;35;42;43;
792;792;2009-09-08;SÃO PAULO, SP;3.000.000,00;0,00;0,00;0,00;0,00;0,00;13.519,03;144,43;0,00;0;0;0;0;0;7;936;0;5;8;18;35;42;50;15;18;20;29;30;47;
793;793;2009-09-11;SÃO PAULO, SP;3.500.000,00;0,00;0,00;0,00;0,00;0,00;3.440,24;124,31;0,00;0;0;0;0;0;43;1.700;0;2;7;8;14;33;41;3;18;30;38;39;43;
794;794;2009-09-15;SÃO PAULO, SP;300.000,00;3.379.536,24;0,00;0,00;0,00;0,00;3.796,86;107,13;0,00;1;0;0;0;0;35;1.772;0;6;11;18;35;38;47;10;16;34;45;46;48;
795;795;2009-09-18;SÃO PAULO, SP;700.000,00;0,00;0,00;0,00;0,00;0,00;3.446,88;71,66;0,00;0;0;0;0;0;28;1.924;0;17;20;30;33;40;43;7;9;11;23;24;29;
796;796;2009-09-22;SÃO PAULO, SP;900.000,00;0,00;0,00;0,00;0,00;0,00;3.303,73;96,67;0,00;0;0;0;0;0;28;1.367;0;1;11;29;36;37;49;4;8;17;35;37;45;
797;797;2009-09-25;SÃO PAULO, SP;1.300.000,00;0,00;0,00;0,00;0,00;0,00;3.487,64;92,93;0,00;0;0;0;0;0;31;1.662;0;8;16;19;29;49;50;9;24;28;36;39;48;
798;798;2009-09-29;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;13.772,05;161,45;0,00;0;0;0;0;0;7;853;0;2;22;25;29;45;49;1;20;37;39;41;47;
799;799;2009-10-02;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;61.522,30;1.323,06;75,24;0,00;0;0;0;0;3;93;2.336;0;11;17;38;42;47;49;13;15;18;21;35;42;
800;800;2009-10-06;SÃO PAULO, SP;2.000.000,00;0,00;0,00;0,00;0,00;0,00;2.333,76;88,66;0,00;0;0;0;0;0;45;1.692;0;5;7;30;37;39;40;7;22;25;38;47;50;
801;801;2009-10-09;SÃO PAULO, SP;2.400.000,00;0,00;0,00;0,00;0,00;0,00;2.645,12;89,57;0,00;0;0;0;0;0;43;1.814;0;5;17;35;39;43;48;4;8;12;14;22;33;
802;802;2009-10-13;SÃO PAULO, SP;2.700.000,00;0,00;0,00;0,00;0,00;0,00;3.047,32;90,89;0,00;0;0;0;0;0;29;1.389;0;6;10;35;37;44;48;3;5;17;18;31;48;
803;803;2009-10-16;SÃO PAULO, SP;3.000.000,00;0,00;0,00;0,00;0,00;0,00;6.099,10;114,04;0,00;0;0;0;0;0;20;1.528;0;5;12;20;31;32;37;5;8;9;30;31;40;
804;804;2009-10-20;SÃO PAULO, SP;3.400.000,00;0,00;0,00;0,00;0,00;0,00;4.674,25;106,66;0,00;0;0;0;0;0;25;1.565;0;16;22;23;35;38;44;2;9;19;32;33;43;
805;805;2009-10-23;SÃO PAULO, SP;3.800.000,00;0,00;0,00;0,00;0,00;0,00;4.493,61;93,18;0,00;0;0;0;0;0;28;1.929;0;3;9;14;16;19;42;1;3;5;22;35;42;
806;806;2009-10-27;SÃO PAULO, SP;300.000,00;3.754.951,13;0,00;0,00;0,00;0,00;2.012,20;71,83;0,00;1;0;0;0;0;58;2.321;0;8;11;16;20;30;33;5;8;9;12;36;49;
807;807;2009-10-30;SÃO PAULO, SP;200.000,00;299.686,08;0,00;0,00;0,00;0,00;2.769,43;89,17;0,00;1;0;0;0;0;30;1.331;0;6;11;13;29;36;37;2;5;17;20;39;47;
808;808;2009-11-03;SÃO PAULO, SP;450.000,00;0,00;0,00;0,00;0,00;0,00;2.999,47;77,83;0,00;0;0;0;0;0;20;1.101;0;8;9;12;15;27;50;5;8;16;29;36;47;
809;809;2009-11-06;SÃO PAULO, SP;700.000,00;0,00;0,00;0,00;0,00;0,00;6.824,42;116,87;0,00;0;0;0;0;0;12;1.001;0;8;10;29;34;49;50;7;17;22;23;30;42;
810;810;2009-11-10;SÃO PAULO, SP;900.000,00;0,00;0,00;0,00;0,00;0,00;5.415,48;150,90;0,00;0;0;0;0;0;15;769;0;18;30;32;34;42;45;2;26;40;45;46;49;
811;811;2009-11-13;SÃO PAULO, SP;1.200.000,00;0,00;0,00;0,00;0,00;0,00;4.783,50;105,90;0,00;0;0;0;0;0;19;1.226;0;6;9;10;20;37;45;4;10;22;24;38;48;
812;812;2009-11-17;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;2.166,27;76,75;0,00;0;0;0;0;0;41;1.653;0;9;22;26;27;40;48;7;9;10;15;45;48;
813;813;2009-11-20;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;0,00;3.286,70;85,97;0,00;0;0;0;0;0;26;1.420;0;3;9;13;38;45;50;2;5;9;14;37;44;
814;814;2009-11-24;SÃO PAULO, SP;2.000.000,00;0,00;0,00;0,00;0,00;0,00;5.703,55;92,28;0,00;0;0;0;0;0;17;1.501;0;2;24;29;38;49;50;4;6;7;16;35;43;
815;815;2009-11-27;SÃO PAULO, SP;2.400.000,00;0,00;0,00;0,00;0,00;0,00;3.874,21;129,04;0,00;0;0;0;0;0;27;1.158;0;9;22;28;35;39;46;2;21;29;30;43;50;
816;816;2009-12-01;SÃO PAULO, SP;2.500.000,00;0,00;0,00;0,00;0,00;162.098,02;3.178,40;74,43;0,00;0;0;0;0;1;34;2.074;0;31;36;40;43;45;50;5;12;13;15;33;49;
817;817;2009-12-04;SÃO PAULO, SP;3.000.000,00;0,00;0,00;0,00;0,00;0,00;4.197,88;126,39;0,00;0;0;0;0;0;27;1.281;0;5;7;9;18;24;48;25;34;35;36;39;49;
818;818;2009-12-08;SÃO PAULO, SP;3.200.000,00;0,00;0,00;0,00;0,00;0,00;6.065,79;98,40;0,00;0;0;0;0;0;17;1.497;0;29;39;41;44;45;50;5;14;28;31;46;50;
819;819;2009-12-11;SÃO PAULO, SP;3.400.000,00;0,00;0,00;0,00;0,00;176.019,06;3.259,61;108,08;0,00;0;0;0;0;1;36;1.551;0;4;11;21;28;32;34;3;8;26;33;40;46;
820;820;2009-12-15;SÃO PAULO, SP;3.800.000,00;0,00;0,00;0,00;0,00;0,00;4.377,22;95,92;0,00;0;0;0;0;0;27;1.760;0;1;4;11;35;42;44;7;18;21;25;27;39;
821;821;2009-12-18;SÃO PAULO, SP;4.000.000,00;0,00;0,00;0,00;0,00;95.054,86;2.391,32;82,71;0,00;0;0;0;0;2;53;2.189;0;1;7;10;17;19;34;2;12;17;19;38;44;
822;822;2009-12-22;SÃO PAULO, SP;4.200.000,00;0,00;0,00;0,00;0,00;0,00;1.822,50;63,29;0,00;0;0;0;0;0;66;2.715;0;12;14;20;25;32;40;2;10;17;19;32;34;
823;823;2009-12-26;SÃO PAULO, SP;4.400.000,00;0,00;0,00;0,00;0,00;112.882,50;4.703,44;102,87;0,00;0;0;0;0;1;16;1.045;0;1;22;28;39;45;48;5;16;21;38;42;47;
824;824;2009-12-29;SÃO PAULO, SP;4.700.000,00;0,00;0,00;0,00;0,00;0,00;3.230,70;102,56;0,00;0;0;0;0;0;34;1.530;0;6;10;12;30;36;41;3;11;34;41;43;44;
825;825;2010-01-02;SÃO PAULO, SP;4.800.000,00;0,00;0,00;0,00;0,00;0,00;4.146,43;94,85;0,00;0;0;0;0;0;9;562;0;13;17;19;20;34;36;5;6;17;35;43;45;
826;826;2010-01-05;SÃO PAULO, SP;5.000.000,00;0,00;0,00;0,00;0,00;207.259,68;2.382,29;79,43;0,00;0;0;0;0;1;58;2.485;0;2;18;29;39;44;50;5;10;24;36;43;47;
827;827;2010-01-09;SÃO PAULO, SP;5.300.000,00;0,00;0,00;0,00;0,00;273.282,31;10.716,96;100,29;0,00;0;0;0;0;1;17;2.595;0;6;15;23;30;36;49;15;16;25;27;43;49;
828;828;2009-01-12;SÃO PAULO, SP;6.000.000,00;0,00;0,00;0,00;0,00;0,00;4.867,67;101,73;0,00;0;0;0;0;0;31;2.119;0;5;9;20;24;32;39;11;19;26;42;46;50;
829;829;2010-01-15;SÃO PAULO, SP;400.000,00;5.842.907,21;0,00;0,00;0,00;0,00;3.886,24;84,90;0,00;1;0;0;0;0;46;3.008;0;12;23;36;38;39;44;9;14;17;18;27;33;
830;830;2010-01-19;SÃO PAULO, SP;700.000,00;0,00;0,00;0,00;0,00;0,00;3.953,87;92,66;0,00;0;0;0;0;0;21;1.280;0;1;7;21;28;29;49;4;8;18;35;39;42;
831;831;2010-01-22;SÃO PAULO, SP;1.000.000,00;0,00;0,00;0,00;0,00;0,00;7.714,29;117,44;0,00;0;0;0;0;0;12;1.126;0;1;8;12;20;27;46;9;25;35;36;38;50;
832;832;2010-01-26;SÃO PAULO, SP;1.200.000,00;0,00;0,00;0,00;0,00;0,00;5.990,69;122,49;0,00;0;0;0;0;0;15;1.048;0;10;23;27;33;46;49;8;25;30;32;35;45;
833;833;2010-01-29;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;5.154,24;113,62;0,00;0;0;0;0;0;20;1.296;0;8;17;24;30;34;40;18;19;32;37;41;50;
834;834;2010-02-02;SÃO PAULO, SP;1.900.000,00;0,00;0,00;0,00;0,00;0,00;5.178,58;119,41;0,00;0;0;0;0;0;20;1.239;0;11;21;30;37;40;43;7;10;20;22;42;43;
835;835;2010-02-05;SÃO PAULO, SP;2.200.000,00;0,00;0,00;0,00;0,00;0,00;4.197,68;119,01;0,00;0;0;0;0;0;26;1.310;0;6;12;15;21;22;50;26;29;36;43;45;50;
836;836;2010-02-09;SÃO PAULO, SP;2.500.000,00;0,00;0,00;0,00;0,00;0,00;5.621,31;96,98;0,00;0;0;0;0;0;20;1.656;0;6;13;20;21;33;45;4;19;27;39;41;47;
837;837;2010-02-12;SÃO PAULO, SP;2.600.000,00;0,00;0,00;0,00;0,00;170.909,33;4.953,90;102,43;0,00;0;0;0;0;1;23;1.589;0;7;11;14;15;30;36;2;6;18;28;38;45;
838;838;2010-02-17;SÃO PAULO, SP;2.900.000,00;0,00;0,00;0,00;0,00;0,00;4.496,92;106,33;0,00;0;0;0;0;0;12;725;0;10;28;30;31;41;50;12;16;22;24;33;40;
839;839;2010-02-19;SÃO PAULO, SP;3.200.000,00;0,00;0,00;0,00;0,00;0,00;4.851,67;100,64;0,00;0;0;0;0;0;22;1.515;0;2;3;6;22;25;26;5;7;9;23;38;40;
840;840;2010-02-23;SÃO PAULO, SP;3.600.000,00;0,00;0,00;0,00;0,00;0,00;2.148,31;76,55;0,00;0;0;0;0;0;56;2.245;0;2;6;7;24;48;50;3;5;13;21;34;47;
841;841;2010-02-26;SÃO PAULO, SP;4.000.000,00;0,00;0,00;0,00;0,00;0,00;1.424,85;49,80;0,00;0;0;0;0;0;136;3.891;0;5;14;24;30;36;39;7;9;13;17;33;44;
842;842;2010-03-02;SÃO PAULO, SP;4.500.000,00;0,00;0,00;0,00;0,00;0,00;3.365,42;94,23;0,00;0;0;0;0;0;47;2.398;0;10;17;26;37;49;50;4;6;7;27;46;47;
843;843;2010-03-05;SÃO PAULO, SP;400.000,00;4.531.980,98;0,00;0,00;0,00;0,00;4.354,38;100,11;0,00;1;0;0;0;0;44;2.734;0;10;13;18;31;37;42;4;9;27;32;40;50;
844;844;2010-03-09;SÃO PAULO, SP;800.000,00;0,00;0,00;0,00;0,00;0,00;11.441,66;147,25;0,00;0;0;0;0;0;8;888;0;2;4;5;24;26;40;4;25;30;38;40;47;
845;845;2010-03-12;SÃO PAULO, SP;900.000,00;0,00;0,00;0,00;0,00;142.829,70;2.885,45;118,69;0,00;0;0;0;0;1;33;1.146;0;36;39;40;41;43;49;2;8;35;36;41;45;
846;846;2010-03-16;SÃO PAULO, SP;1.200.000,00;0,00;0,00;0,00;0,00;0,00;2.281,65;68,34;0,00;0;0;0;0;0;42;2.003;0;1;11;24;44;45;48;18;24;36;39;44;48;
847;847;2010-03-19;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;3.331,47;86,16;0,00;0;0;0;0;0;30;1.657;0;11;32;36;38;47;49;4;12;13;28;42;49;
848;848;2010-03-23;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;0,00;6.573,31;82,75;0,00;0;0;0;0;0;15;1.702;0;4;20;21;27;43;49;17;34;36;43;44;48;
849;849;2010-03-26;SÃO PAULO, SP;2.100.000,00;0,00;0,00;0,00;0,00;0,00;3.845,10;107,33;0,00;0;0;0;0;0;28;1.433;0;10;15;23;36;37;42;2;5;6;17;34;44;
850;850;2010-03-30;SÃO PAULO, SP;2.400.000,00;0,00;0,00;0,00;0,00;0,00;5.421,86;128,98;0,00;0;0;0;0;0;20;1.201;0;10;19;21;25;45;50;14;20;21;22;34;45;
851;851;2010-04-03;SÃO PAULO, SP;2.600.000,00;0,00;0,00;0,00;0,00;0,00;4.080,39;94,09;0,00;0;0;0;0;0;19;1.177;0;2;7;10;17;40;42;15;23;35;39;42;50;
852;852;2010-04-06;SÃO PAULO, SP;2.800.000,00;0,00;0,00;0,00;0,00;156.482,55;3.477,39;85,25;0,00;0;0;0;0;1;30;1.748;0;6;14;24;36;48;50;1;5;8;16;31;50;
853;853;2010-04-09;SÃO PAULO, SP;3.200.000,00;0,00;0,00;0,00;0,00;0,00;3.302,52;95,18;0,00;0;0;0;0;0;37;1.834;0;3;7;10;27;29;50;2;7;18;20;33;44;
854;854;2010-04-13;SÃO PAULO, SP;3.600.000,00;0,00;0,00;0,00;0,00;0,00;2.694,00;100,36;0,00;0;0;0;0;0;49;1.879;0;4;11;12;25;30;47;14;17;19;31;37;39;
855;855;2010-04-16;SÃO PAULO, SP;400.000,00;3.623.426,67;0,00;0,00;0,00;0,00;2.854,86;85,35;0,00;1;0;0;0;0;55;2.628;0;5;10;17;29;31;50;1;4;11;15;21;50;
856;856;2010-04-20;SÃO PAULO, SP;600.000,00;0,00;0,00;0,00;0,00;0,00;1.961,79;75,69;0,00;0;0;0;0;0;42;1.555;0;3;21;22;28;32;39;4;7;18;25;28;33;
857;857;2010-04-23;SÃO PAULO, SP;900.000,00;0,00;0,00;0,00;0,00;0,00;4.438,86;96,24;0,00;0;0;0;0;0;18;1.186;0;1;2;21;42;43;44;4;21;25;28;29;45;
858;858;2010-04-27;SÃO PAULO, SP;1.200.000,00;0,00;0,00;0,00;0,00;0,00;4.843,30;123,09;0,00;0;0;0;0;0;19;1.068;0;3;4;8;11;34;48;1;18;21;29;35;43;
859;859;2010-04-30;SÃO PAULO, SP;1.500.000,00;0,00;0,00;0,00;0,00;0,00;6.658,68;144,91;0,00;0;0;0;0;0;14;919;0;5;7;12;27;28;31;4;26;35;36;40;45;
860;860;2010-05-04;SÃO PAULO, SP;1.800.000,00;0,00;0,00;0,00;0,00;0,00;3.802,82;105,52;0,00;0;0;0;0;0;25;1.287;0;1;3;9;24;34;41;6;11;20;42;43;44;
861;861;2010-05-07;SÃO PAULO, SP;2.100.000,00;0,00;0,00;0,00;0,00;0,00;2.623,27;89,78;0,00;0;0;0;0;0;42;1.753;0;11;25;30;40;41;49;4;12;13;18;47;48;
862;862;2010-05-11;SÃO PAULO, SP;300.000,00;2.075.440,97;0,00;0,00;0,00;0,00;4.655,26;106,01;0,00;1;0;0;0;0;26;1.631;0;4;6;10;30;37;50;6;10;12;31;35;36;
863;863;2010-05-14;SÃO PAULO, SP;600.000,00;0,00;0,00;0,00;0,00;0,00;3.813,69;81,57;0,00;0;0;0;0;0;23;1.536;0;3;7;30;38;40;46;1;9;11;13;30;49;
864;864;2010-05-18;SÃO PAULO, SP;300.000,00;574.063,05;0,00;0,00;0,00;0,00;3.449,70;77,53;0,00;1;0;0;0;0;25;1.589;0;4;16;24;28;32;46;5;6;10;18;21;46;
865;865;2010-05-21;SÃO PAULO, SP;500.000,00;0,00;0,00;0,00;0,00;0,00;3.996,68;119,44;0,00;0;0;0;0;0;20;956;0;11;17;21;38;41;46;5;20;21;27;37;39;
866;866;2010-05-25;SÃO PAULO, SP;800.000,00;0,00;2.334,34;55,53;0,00;0,00;2.917,93;46,73;0,00;0;30;1.201;0;0;24;1.427;0;4;9;23;37;40;47;3;7;33;34;42;44;
867;867;2010-05-28;SÃO PAULO, SP;1.000.000,00;0,00;2.178,45;46,67;0,00;110.374,81;3.065,97;39,53;0,00;0;38;1.689;0;1;27;1.994;0;7;8;11;19;20;46;6;10;12;26;27;36;
868;868;2010-06-01;SÃO PAULO, SP;1.200.000,00;0,00;3.370,78;63,86;0,00;116.853,76;2.368,66;49,41;0,00;0;26;1.307;0;1;37;1.689;0;6;15;18;30;31;34;7;11;35;37;45;47;
869;869;2010-06-04;SÃO PAULO, SP;1.500.000,00;0,00;3.551,48;63,76;0,00;0,00;2.185,53;46,14;0,00;0;24;1.273;0;0;39;1.759;0;6;16;18;22;30;42;3;8;11;14;16;43;
870;870;2010-06-08;SÃO PAULO, SP;1.700.000,00;0,00;1.943,61;43,23;0,00;0,00;1.220,99;30,92;0,00;0;49;2.098;0;0;78;2.933;0;4;8;10;22;35;37;4;7;10;13;18;24;
871;871;2010-06-11;SÃO PAULO, SP;2.200.000,00;0,00;2.081,11;41,85;0,00;0,00;4.242,26;57,94;0,00;0;53;2.510;0;0;26;1.813;0;4;9;14;16;23;49;9;20;40;43;44;50;
872;872;2010-06-15;SÃO PAULO, SP;2.500.000,00;0,00;4.641,61;60,18;0,00;0,00;5.460,73;82,32;0,00;0;20;1.469;0;0;17;1.074;0;18;29;31;33;34;36;20;31;32;40;45;48;
873;873;2010-06-18;SÃO PAULO, SP;2.700.000,00;0,00;2.443,94;42,83;0,00;153.153,36;6.756,77;73,37;0,00;0;47;2.554;0;1;17;1.491;0;2;5;8;9;46;47;1;10;38;40;46;47;
874;874;2010-06-22;SÃO PAULO, SP;3.000.000,00;0,00;3.341,23;44,60;0,00;0,00;1.413,60;32,28;0,00;0;33;2.354;0;0;78;3.253;0;4;7;19;20;38;42;5;7;11;19;24;37;
875;875;2010-06-25;SÃO PAULO, SP;3.500.000,00;0,00;1.956,83;41,49;0,00;0,00;3.338,13;49,22;0,00;0;58;2.605;0;0;34;2.196;0;7;8;10;12;18;40;9;11;15;20;22;45;
876;876;2010-06-29;SÃO PAULO, SP;3.800.000,00;0,00;2.689,35;42,44;0,00;0,00;3.286,98;56,12;0,00;0;44;2.655;0;0;36;2.008;0;2;15;19;24;44;47;15;17;23;37;40;41;
